employee_id,gender,race,level,function,location,years_experience,years_at_company,performance_rating,is_people_manager,salary,bonus,total_comp,residual,residual_pct,predicted_salary,shortfall,is_urm,demographic_group
33,Female,Asian,6,Product,Remote,19.4,11.5,3,1,273563,54713,328276,0.0025044641555886926,0.25044641555886926,272878.72849659645,-684.0,False,Female / non-URM
34,Female,White,4,Engineering,NY,13.2,1.6,3,0,162486,22748,185234,-0.056970654477279226,-5.697065447727923,172011.7001606024,9526.0,False,Female / non-URM
35,Male,Hispanic,6,Operations,Remote,15.4,5.3,4,0,227930,50145,278075,0.03568804699954775,3.568804699954775,219939.0620433929,-7991.0,True,Male / URM
36,Female,Asian,4,Sales,NY,16.7,6.5,3,0,172251,24115,196366,-0.02036925817862212,-2.036925817862212,175795.60300159184,3545.0,False,Female / non-URM
37,Female,Black,4,Sales,Denver,15.7,5.8,4,0,147932,23669,171602,-0.014306453985959422,-1.4306453985959422,150063.59376832691,2132.0,True,Female / URM
38,Male,White,5,Finance,Denver,19.5,13.1,4,0,218780,41568,260348,0.05319297628513908,5.319297628513908,207446.54300475598,-11333.0,False,Male / non-URM
39,Female,White,7,Product,NY,21.1,3.3,3,1,389329,89546,478874,0.0070774017701076275,0.7077401770107627,386583.28995377035,-2746.0,False,Female / non-URM
40,Male,White,4,HR,Remote,12.9,3.1,3,0,132417,18538,150955,0.03294142843072656,3.294142843072656,128126.05776959706,-4291.0,False,Male / non-URM
41,Male,White,5,Operations,Remote,17.3,9.8,3,0,187023,31794,218817,0.05240634367687136,5.240634367687136,177474.2024897407,-9549.0,False,Male / non-URM
42,Male,White,7,Finance,Remote,19.1,13.7,2,1,361693,75955,437648,0.06528551971260121,6.528551971260121,338833.9844370642,-22859.0,False,Male / non-URM
43,Male,White,3,Finance,NY,10.8,5.4,3,0,145737,16031,161768,0.05496907333436063,5.496907333436063,137942.1720327616,-7795.0,False,Male / non-URM
44,Female,White,6,Finance,Remote,17.6,12.2,2,0,238705,42967,281672,-0.016513499734255532,-1.6513499734255532,242679.5817609652,3975.0,False,Female / non-URM
45,Male,White,4,Engineering,Austin,9.3,6.3,3,0,163715,22920,186635,0.06234915836929211,6.234915836929211,153819.21016915285,-9896.0,False,Male / non-URM
46,Male,White,7,Operations,Austin,20.8,10.4,4,0,315277,78819,394096,-0.003293288084677215,-0.3293288084677215,316317.009573067,1040.0,False,Male / non-URM
47,Female,Hispanic,4,Operations,Seattle,11.9,5.1,4,0,153635,24582,178217,0.0024713724570641915,0.24713724570641915,153255.77948314237,-379.0,True,Female / URM
48,Female,White,5,Marketing,Denver,14.9,7.2,2,0,152570,22885,175455,-0.09112019126606796,-9.112019126606796,167125.27792393716,14555.0,False,Female / non-URM
49,Male,White,3,Engineering,SF,11.4,11.2,3,0,157917,17371,175288,0.02749087535107364,2.749087535107364,153634.8531024955,-4282.0,False,Male / non-URM
50,Female,White,5,Finance,Seattle,18.7,6.2,3,0,205187,34882,240069,-0.041163229419252545,-4.1163229419252545,213809.4051173912,8622.0,False,Female / non-URM
51,Female,White,3,Engineering,NY,8.4,1.0,4,0,135659,17636,153295,-0.04692439184198882,-4.692439184198882,142176.43352509287,6517.0,False,Female / non-URM
52,Female,White,5,Sales,NY,14.7,1.6,3,0,207096,35206,242302,-0.0057557002143155955,-0.5755700214315596,208291.41942935556,1195.0,False,Female / non-URM
53,Male,Asian,6,Sales,SF,16.1,6.8,2,0,263889,47500,311389,-0.014323518800747337,-1.4323518800747337,267696.01891821215,3807.0,False,Male / non-URM
54,Male,Hispanic,4,Engineering,NY,10.9,5.9,3,0,193541,27096,220636,0.08785590198195692,8.785590198195692,177262.8172222683,-16278.0,True,Male / URM
55,Male,White,4,Operations,Remote,11.5,0.3,4,0,126172,20188,146359,-0.02857982114751323,-2.857982114751323,129829.99665273858,3658.0,False,Male / non-URM
56,Male,Asian,3,Engineering,Austin,10.0,4.5,3,0,123212,13553,136766,-0.007057312834417573,-0.7057312834417573,124084.62118752056,873.0,False,Male / non-URM
57,Male,White,6,Marketing,SF,19.5,5.7,3,1,276938,55388,332326,-0.010113517028646157,-1.0113517028646157,279753.0281020635,2815.0,False,Male / non-URM
58,Male,White,5,Operations,Remote,16.3,10.5,4,0,190560,36206,226767,0.02717176574209823,2.717176574209823,185451.8611724265,-5108.0,False,Male / non-URM
59,Female,White,4,Product,Remote,10.4,6.0,3,0,151778,21249,173026,0.02261533944136218,2.261533944136218,148384.01176267836,-3394.0,False,Female / non-URM
60,Female,White,1,Operations,Remote,8.7,2.3,3,0,64548,3227,67776,-0.004428851491816488,-0.4428851491816488,64834.50748733647,287.0,False,Female / non-URM
61,Male,Asian,1,Engineering,Remote,7.9,1.1,3,0,80309,4015,84324,0.08759431179996824,8.759431179996824,73573.68216979582,-6735.0,False,Male / non-URM
62,Male,Asian,1,Operations,Remote,3.2,1.1,4,0,64274,4499,68773,-0.00919928047146179,-0.919928047146179,64868.00256207052,594.0,False,Male / non-URM
63,Male,Asian,6,Finance,Austin,21.1,6.7,4,0,272478,59945,332424,0.04908529331470213,4.908529331470213,259426.28158682844,-13052.0,False,Male / non-URM
64,Male,White,6,Engineering,Remote,18.8,9.1,3,1,275589,55118,330706,0.019796625632181986,1.9796625632181986,270186.91568386555,-5402.0,False,Male / non-URM
65,Male,Asian,1,Marketing,Remote,5.1,1.6,2,0,66357,1991,68347,0.041578863281797496,4.15788632817975,63654.523642666136,-2702.0,False,Male / non-URM
66,Male,White,1,Sales,NY,6.4,0.4,4,0,90876,6361,97238,0.07092316649353592,7.092316649353592,84654.03492546032,-6222.0,False,Male / non-URM
67,Male,White,6,Sales,Remote,17.9,7.7,4,1,253427,55754,309180,-0.04174617796323332,-4.174617796323332,264230.5430194352,10804.0,False,Male / non-URM
68,Female,White,4,Operations,Remote,14.4,6.2,4,0,146966,23514,170480,0.04959829224288903,4.959829224288903,139854.55297737784,-7111.0,False,Female / non-URM
69,Female,Asian,3,Sales,Remote,11.0,7.0,3,0,116393,12803,129197,-0.0264326448938057,-2.64326448938057,119510.59648151306,3118.0,False,Female / non-URM
70,Male,Other/Multi,5,Marketing,Remote,14.7,4.6,3,1,171584,29169,200753,-0.06327371211210497,-6.327371211210497,182791.59060841,11208.0,True,Male / URM
71,Female,White,2,Engineering,Seattle,2.9,2.1,3,0,100315,8025,108340,-0.042760446007234165,-4.2760446007234165,104697.546202381,4383.0,False,Female / non-URM
72,Female,Asian,2,Product,Seattle,9.3,4.0,5,0,115213,13826,129038,-0.013790723597862709,-1.3790723597862709,116812.87701287336,1600.0,False,Female / non-URM
73,Male,Black,3,HR,Denver,9.6,1.5,3,0,96029,10563,106593,-0.024227890714788813,-2.4227890714788813,98383.99318069639,2355.0,True,Male / URM
74,Female,Black,7,Engineering,Remote,22.4,1.6,2,0,265674,55791,321465,-0.13652849834233471,-13.652849834233471,304538.7971254286,38865.0,True,Female / URM
75,Female,White,6,Sales,Remote,19.2,4.0,3,1,242367,48473,290841,-0.014284418122590736,-1.4284418122590736,245853.91656385633,3487.0,False,Female / non-URM
76,Female,Asian,2,Engineering,Remote,7.1,0.6,3,0,89868,7189,97058,-0.044737447802909,-4.4737447802909,93979.75388394474,4112.0,False,Female / non-URM
77,Female,Asian,4,Operations,Remote,15.6,5.0,4,0,138854,22217,161071,-0.0018403046254746869,-0.1840304625474687,139109.76893265574,256.0,False,Female / non-URM
78,Male,Hispanic,7,Sales,Remote,21.0,7.4,2,1,306808,64430,371237,-0.045716238867354875,-4.5716238867354875,321159.6603167325,14352.0,True,Male / URM
79,Male,White,7,Sales,NY,20.9,4.9,3,0,408580,93973,502553,0.11862374206254422,11.862374206254422,362877.0209117208,-45703.0,False,Male / non-URM
80,Male,Hispanic,6,Engineering,Remote,17.7,14.0,3,0,273286,54657,327944,0.01807070184143278,1.807070184143278,268391.8834178595,-4894.0,True,Male / URM
81,Male,White,1,Sales,SF,9.7,0.9,4,0,89522,6267,95788,0.030472993075163046,3.0472993075163046,86835.14291803146,-2687.0,False,Male / non-URM
82,Female,Black,2,Finance,Austin,6.2,2.2,4,0,94062,9406,103469,-0.02990768850114378,-2.990768850114378,96917.66734464704,2856.0,True,Female / URM
83,Male,White,2,Sales,SF,7.2,3.4,4,0,107927,10793,118720,-0.04780665593860434,-4.780665593860434,113211.95034274957,5285.0,False,Male / non-URM
84,Female,White,2,Sales,Austin,4.9,0.5,3,0,87261,6981,94242,-0.03701516692424711,-3.701516692424711,90551.50406874612,3291.0,False,Female / non-URM
85,Female,White,2,Operations,Seattle,9.8,7.2,3,0,103718,8297,112016,0.04500937184658049,4.500937184658049,99153.21756766805,-4565.0,False,Female / non-URM
86,Female,White,3,Product,SF,9.0,8.1,4,0,144928,18841,163769,-0.039794352935821564,-3.9794352935821564,150811.6067288027,5884.0,False,Female / non-URM
87,Male,White,4,Sales,Denver,11.8,6.1,2,0,139808,16777,156585,0.027861547685976262,2.7861547685976262,135966.4963586856,-3842.0,False,Male / non-URM
88,Male,White,3,Product,Remote,9.2,0.6,2,0,111419,10028,121447,0.012207492558211186,1.2207492558211186,110067.12169717487,-1352.0,False,Male / non-URM
89,Female,White,3,Engineering,NY,10.7,5.5,4,0,155749,20247,175996,0.033966685797567564,3.3966685797567564,150547.56056415473,-5201.0,False,Female / non-URM
90,Male,White,2,Operations,Denver,4.9,1.6,3,0,80653,6452,87106,0.021347032772013108,2.134703277201311,78949.54431564192,-1703.0,False,Male / non-URM
91,Female,Black,2,HR,NY,2.4,1.2,4,0,88096,8810,96906,-0.09744330380994803,-9.744330380994803,97112.53228929066,9017.0,True,Female / URM
92,Male,Hispanic,7,Finance,SF,21.6,15.0,3,1,463274,106553,569827,0.0870915761316251,8.70915761316251,424633.7767031415,-38640.0,True,Male / URM
93,Male,Asian,5,HR,SF,10.2,2.9,4,1,199021,37814,236836,-0.025103330553010395,-2.5103330553010395,204080.32724549915,5059.0,False,Male / non-URM
94,Female,White,2,Sales,Austin,10.1,6.2,4,0,99878,9988,109866,-0.029436473794126172,-2.9436473794126172,102861.75631139586,2984.0,False,Female / non-URM
95,Female,White,6,Engineering,Remote,21.9,1.3,3,0,229685,45937,275622,-0.052744832891646,-5.2744832891646,242124.8828499452,12440.0,False,Female / non-URM
96,Male,Hispanic,6,Marketing,Austin,17.6,8.4,3,1,240896,48179,289075,-0.026424862205736588,-2.642486220573659,247346.49498006052,6450.0,True,Male / URM
97,Female,White,7,Finance,Remote,23.7,1.2,3,0,284243,65376,349619,-0.06540988193673591,-6.540988193673591,303456.8385573618,19214.0,False,Female / non-URM
98,Female,White,2,Operations,Austin,7.9,2.1,3,0,81273,6502,87774,-0.04363429347369241,-4.363429347369241,84897.79757234566,3625.0,False,Female / non-URM
99,Female,Hispanic,5,Sales,Remote,19.5,10.6,3,1,205784,34983,240768,-0.017959755836061575,-1.7959755836061575,209513.21807943637,3729.0,True,Female / URM
100,Male,Hispanic,7,Marketing,Remote,19.4,11.0,3,0,286355,65862,352217,-0.07953392685475791,-7.953392685475791,310060.12388539925,23705.0,True,Male / URM
101,Male,White,6,Operations,Seattle,12.1,2.1,3,1,257033,51407,308440,0.08279774955044772,8.279774955044772,236608.46575305943,-20425.0,False,Male / non-URM
102,Male,Asian,2,Finance,SF,7.8,3.0,2,0,112466,6748,119214,0.0728971240586116,7.2897124058611595,104559.24302695779,-7907.0,False,Male / non-URM
103,Female,White,7,Operations,SF,24.8,11.7,3,1,374479,86130,460609,-0.012237849470817963,-1.2237849470817963,379089.974289898,4611.0,False,Female / non-URM
104,Male,Black,3,Sales,Austin,11.8,6.8,4,0,127608,16589,144197,-0.001171750876656219,-0.1171750876656219,127757.61242299409,150.0,True,Male / URM
105,Male,White,4,Engineering,Austin,11.7,4.6,4,0,166319,26611,192931,0.03937028077971405,3.937028077971405,159898.19800208087,-6421.0,False,Male / non-URM
106,Male,White,4,Sales,NY,13.8,8.2,4,0,199524,31924,231447,0.08311452363166794,8.311452363166794,183611.11328230385,-15913.0,False,Male / non-URM
107,Male,Asian,6,Product,Remote,20.4,13.3,4,1,276884,60914,337798,-0.051246301147505946,-5.124630114750595,291443.14592573594,14559.0,False,Male / non-URM
108,Female,White,1,Finance,Remote,5.3,1.7,4,0,73006,5110,78117,0.0025294431724915967,0.25294431724915967,72821.56882417215,-184.0,False,Female / non-URM
109,Female,Asian,4,Sales,NY,19.6,5.1,3,0,167227,23412,190639,-0.05194313634659764,-5.194313634659764,176142.84888259214,8916.0,False,Female / non-URM
110,Male,White,6,Sales,NY,16.7,3.5,2,1,291375,52448,343823,0.06739121529177439,6.739121529177439,272385.91940559796,-18989.0,False,Male / non-URM
111,Male,Hispanic,4,Product,NY,15.5,3.9,4,0,177887,28462,206349,-0.027128144556451517,-2.7128144556451517,182778.7969374074,4892.0,True,Male / URM
112,Female,Black,2,Marketing,Seattle,9.9,3.6,3,0,98235,7859,106093,-0.020209570040222502,-2.02095700402225,100240.48383865105,2005.0,True,Female / URM
113,Female,White,1,Sales,Remote,3.8,1.0,2,0,60700,1821,62521,-0.08514737354543733,-8.514737354543733,66094.86586558993,5395.0,False,Female / non-URM
114,Male,Black,4,Engineering,Austin,11.9,7.3,2,0,141504,16980,158485,-0.06978401167907577,-6.9784011679075775,151731.4219256808,10227.0,True,Male / URM
115,Female,White,5,HR,SF,18.0,12.6,5,0,223666,46970,270635,-0.028302085194388482,-2.830208519438848,230086.64442323445,6421.0,False,Female / non-URM
116,Male,White,4,Product,Seattle,13.4,5.8,4,0,191576,30652,222229,0.08247594742239883,8.247594742239883,176409.61507378294,-15166.0,False,Male / non-URM
117,Male,White,7,Sales,SF,21.3,10.5,2,1,407914,85662,493576,0.045381809553598274,4.538180955359827,389815.89295538084,-18098.0,False,Male / non-URM
118,Male,Hispanic,5,Engineering,Seattle,11.4,0.3,3,0,207764,35320,243084,0.02525318523067277,2.525318523067277,202582.99104772316,-5181.0,True,Male / URM
119,Male,Black,4,Sales,Seattle,14.6,6.0,3,0,171518,24012,195530,0.03463823382994846,3.463823382994846,165678.63587095492,-5839.0,True,Male / URM
120,Male,Hispanic,1,Operations,Denver,6.2,1.2,4,0,62506,4375,66881,-0.025058110110153464,-2.5058110110153464,64092.0712126076,1586.0,True,Male / URM
121,Male,Hispanic,4,HR,Austin,12.8,3.0,3,0,134578,18841,153419,0.028825367505840305,2.8825367505840305,130754.11687888303,-3824.0,True,Male / URM
122,Male,Hispanic,2,Engineering,Remote,8.9,4.8,3,0,96979,7758,104737,-0.02008538464601095,-2.008538464601095,98946.55391025785,1968.0,True,Male / URM
123,Female,White,6,Finance,SF,17.0,8.7,3,1,289471,57894,347365,-0.034093169734125794,-3.4093169734125794,299510.1446748189,10039.0,False,Female / non-URM
124,Female,Hispanic,2,Operations,Remote,6.5,2.5,3,0,78087,6247,84333,-0.05809315112242963,-5.809315112242963,82757.6734811652,4671.0,True,Female / URM
125,Female,Asian,7,Engineering,SF,19.9,10.3,4,1,416446,104111,520557,-0.05055705030293112,-5.055705030293112,438041.5862490881,21596.0,False,Female / non-URM
126,Male,White,3,Engineering,NY,9.3,1.3,3,0,141891,15608,157499,0.03258899849304164,3.2588998493041643,137341.4497030196,-4550.0,False,Male / non-URM
127,Female,Asian,4,Engineering,Remote,18.5,12.0,3,0,161479,22607,184086,-0.03640588853777871,-3.640588853777871,167466.10821652124,5987.0,False,Female / non-URM
128,Female,White,2,HR,Denver,10.3,6.6,4,0,84058,8406,92464,-0.05277717719746278,-5.277717719746278,88613.49980108092,4555.0,False,Female / non-URM
129,Female,White,2,Engineering,NY,5.6,1.5,3,0,108105,8648,116753,-0.019615707521829506,-1.9615707521829506,110246.49082474095,2141.0,False,Female / non-URM
130,Male,White,7,Sales,Seattle,25.6,5.8,3,1,390687,89858,480545,0.03279233681056226,3.279233681056226,378083.24305061833,-12604.0,False,Male / non-URM
131,Female,White,2,Operations,Remote,6.9,3.4,4,0,81456,8146,89601,-0.06946355087311851,-6.946355087311851,87315.37359036348,5859.0,False,Female / non-URM
132,Male,White,4,HR,Remote,13.1,4.2,4,0,142002,22720,164723,0.04832678766335974,4.832678766335974,135302.68156014083,-6699.0,False,Male / non-URM
133,Male,Hispanic,7,Marketing,Denver,22.7,2.7,4,1,301845,75461,377306,-0.024891450917742475,-2.4891450917742475,309452.6499303528,7608.0,True,Male / URM
134,Female,Asian,5,Operations,SF,10.6,4.7,4,1,205522,39049,244572,-0.01914379465447702,-1.914379465447702,209494.3727923539,3972.0,False,Female / non-URM
135,Male,White,1,Engineering,Seattle,4.9,0.7,3,0,81325,4066,85391,0.004452259525773883,0.4452259525773883,80963.72483624573,-361.0,False,Male / non-URM
136,Female,White,3,HR,NY,9.1,3.1,2,0,118863,10698,129561,0.02541388461485994,2.541388461485994,115880.29107723749,-2983.0,False,Female / non-URM
137,Male,White,3,Engineering,SF,11.0,0.7,3,0,148063,16287,164349,0.0693890039445666,6.93890039445666,138137.40178512,-9926.0,False,Male / non-URM
138,Male,White,2,Engineering,Austin,8.9,4.9,3,0,100110,8009,108119,-0.011144773331063007,-1.1144773331063007,101231.9435487934,1122.0,False,Male / non-URM
139,Male,Black,2,Finance,Remote,7.8,2.6,3,0,94231,7538,101769,0.023508817632697188,2.3508817632697188,92041.57681462444,-2189.0,True,Male / URM
140,Female,White,4,Engineering,SF,12.7,5.4,1,0,171183,17118,188301,0.02874679480258635,2.874679480258635,166332.09545628887,-4851.0,False,Female / non-URM
141,Male,Asian,3,Engineering,Remote,13.2,9.1,4,0,132966,17286,150252,-0.014647359329588383,-1.4647359329588383,134927.9342819935,1962.0,False,Male / non-URM
142,Male,Black,3,Marketing,Remote,11.3,7.7,3,0,110702,12177,122880,-0.03446567209614315,-3.446567209614315,114583.93125160316,3882.0,True,Male / URM
143,Male,Asian,3,Product,Remote,10.6,5.7,4,0,133545,17361,150906,0.05481005634765346,5.481005634765346,126422.36992970464,-7123.0,False,Male / non-URM
144,Male,Hispanic,3,Engineering,NY,10.9,0.4,4,0,135625,17631,153256,-0.05489559798129129,-5.489559798129129,143278.36153430387,7653.0,True,Male / URM
145,Male,White,2,Marketing,Seattle,12.6,6.6,3,0,104760,8381,113141,-0.0004203536254347995,-0.04203536254347995,104804.04550249531,44.0,False,Male / non-URM
146,Female,Hispanic,4,Operations,SF,13.4,9.7,4,0,152807,24449,177256,-0.10202159117138976,-10.202159117138976,169219.59977426854,16413.0,True,Female / URM
147,Female,Asian,7,Operations,NY,19.2,2.9,3,0,322641,74207,396848,0.008355364336004811,0.8355364336004811,319956.44771929673,-2685.0,False,Female / non-URM
148,Male,Black,4,Engineering,NY,8.2,1.3,4,0,169868,27179,197047,-0.024718124339024428,-2.4718124339024428,174119.14202712488,4251.0,True,Male / URM
149,Male,Asian,5,Sales,NY,11.9,3.9,3,1,225614,38354,263969,0.023137255430462744,2.3137255430462744,220453.83745100183,-5160.0,False,Male / non-URM
150,Female,Black,7,Operations,NY,19.3,4.3,3,0,299029,68777,367806,-0.08207684219599365,-8.207684219599365,324607.7079683022,25579.0,True,Female / URM
151,Male,Other/Multi,5,Engineering,NY,15.2,9.7,3,0,247814,42128,289942,0.04468710874532533,4.468710874532533,236983.69849049265,-10830.0,True,Male / URM
152,Male,White,2,Engineering,Remote,6.6,0.8,4,0,97627,9763,107390,-0.003670506101679294,-0.3670506101679294,97985.99895005253,359.0,False,Male / non-URM
153,Female,Black,3,Engineering,Remote,11.4,1.9,4,0,111231,14460,125691,-0.11187625388953215,-11.187625388953215,124397.90929248565,13167.0,True,Female / URM
154,Male,Asian,4,Sales,NY,11.6,0.4,4,0,163302,26128,189430,-0.027824876078556215,-2.7824876078556215,167909.6644835852,4608.0,False,Male / non-URM
155,Female,White,4,Engineering,Remote,10.7,2.8,3,0,148255,20756,169011,0.012056559907263065,1.2056559907263065,146478.2867577323,-1777.0,False,Female / non-URM
156,Male,Hispanic,2,Operations,NY,9.5,1.3,4,0,104327,10433,114760,0.025697984597728762,2.5697984597728762,101680.16123158448,-2647.0,True,Male / URM
157,Female,White,1,Finance,Seattle,8.9,1.9,3,0,82104,4105,86209,0.024712726965569587,2.4712726965569587,80099.85223994905,-2004.0,False,Female / non-URM
158,Male,Asian,3,Engineering,Remote,7.7,2.6,3,0,115722,12729,128451,-0.01650768823325599,-1.650768823325599,117648.15715843329,1926.0,False,Male / non-URM
159,Male,White,7,Marketing,Seattle,21.1,15.0,4,1,404735,101184,505919,0.00966333854579382,0.966333854579382,400842.74505052954,-3892.0,False,Male / non-URM
160,Male,White,6,Engineering,NY,13.2,5.5,4,1,350894,77197,428090,0.12628878960293832,12.628878960293832,309264.0349119103,-41630.0,False,Male / non-URM
161,Female,Black,6,Engineering,Seattle,14.3,4.9,5,1,288655,69277,357932,-0.05652841155380983,-5.652841155380983,305442.215959836,16787.0,True,Female / URM
162,Male,White,2,Operations,Austin,6.5,2.6,3,0,85301,6824,92125,0.00743492701338333,0.743492701338333,84669.14509901161,-632.0,False,Male / non-URM
163,Female,White,3,Sales,Denver,13.3,8.9,3,0,116722,12839,129561,-0.025601140488189955,-2.5601140488189955,119748.79571489918,3027.0,False,Female / non-URM
164,Female,White,5,Finance,Seattle,13.6,7.5,2,0,202281,30342,232623,-0.002628363951926005,-0.2628363951926005,202813.3674097347,532.0,False,Female / non-URM
165,Male,White,4,Sales,Seattle,11.0,7.8,3,0,174397,24416,198812,0.05311836140321091,5.311836140321091,165375.05385499485,-9022.0,False,Male / non-URM
166,Female,Black,3,Engineering,NY,10.6,2.2,3,0,129855,14284,144140,-0.07208740812153103,-7.208740812153103,139561.5679847798,9707.0,True,Female / URM
167,Male,Hispanic,3,Sales,Austin,10.6,2.6,1,0,105269,7369,112638,-0.03193616790663434,-3.193616790663434,108685.14744405991,3416.0,True,Male / URM
168,Male,White,1,Engineering,NY,3.5,0.7,3,0,85714,4286,89999,0.021842288921678943,2.1842288921678943,83862.10844784576,-1852.0,False,Male / non-URM
169,Female,Asian,7,HR,Remote,25.5,6.8,4,0,287837,71959,359796,-0.05636163877830924,-5.636163877830924,304525.85294017376,16689.0,False,Female / non-URM
170,Male,White,7,Marketing,Remote,19.8,4.5,3,0,286617,65922,352538,-0.016337737596430202,-1.6337737596430202,291338.13465226756,4721.0,False,Male / non-URM
171,Female,Asian,1,Product,Seattle,5.8,3.1,3,0,85981,4299,90280,0.04857106515849452,4.857106515849452,81904.60991994504,-4076.0,False,Female / non-URM
